Prison Name,Latitude,Longitude,Size
Cayuga,42.717934,-76.404611,1031
Cayuga County Jail,42.984103,-76.544508,160
CC Taylor,37.783573,-122.411681,199
CCA Eden Detention Center,31.217867,-99.833909,1556
CCA: Houston Processing Center,29.948771,-95.309347,847
CCA: Laredo Processing Center,27.529451,-99.447335,221
CCA: T Don Hutto Corrections Center,30.564413,-97.421899,491
CCM Seattle,47.307749,-122.230424,30
Cecil A Moore Law Enforcement Center,33.720302,-82.723389,51
Cedar County Jail,37.69809,-93.796523,7
Cedar County Jail,42.620089,-97.263999,4
Cedar Creek Correctional Center,46.884568,-123.140933,477
Centennial Correctional Facility,38.437936,-105.151344,308
Centinela State Prison,32.793561,-115.775726,193
Centinela State Prison,32.805209,-115.775557,4311
Central Arizona Correctional Facility,33.037641,-111.374183,1254
Central California Women's Facility,37.091812,-120.156229,3752
Central County Jail (Polk County Sheriff),27.880333,-81.823379,772
Central Detention Center,34.102888,-117.27113,1659
Central Florida Reception Center,28.46191,-81.154146,2378
Central Laundry Facility,39.377362,-76.962006,494
Central Maine Pre-Release Center,44.292137,-69.7978,48
Central Mississippi Correctional Facility,32.236125,-90.079378,3256
Central New Mexico Correctional Facility and Minimum Unit,34.769807,-106.753045,601
Central New Mexico Correctional Minimum Restricted,34.782248,-106.767065,605
Central Prison,35.777419,-78.655344,870
Central Probation Detention Central,32.33652,-83.050931,184
Central Regional Jail,38.701337,-80.64805,267
Central State Prison,32.784127,-83.742369,890
Central Utah Correctional Facility (aka Gunnison Prison),39.162681,-111.811102,1512
Central Virginia Regional Jail,38.229244,-78.115917,379
Centralia Correctional Center,38.553902,-89.1919,1547
Centre County Prison,40.879448,-77.776717,274
Century Correctional Institution,30.961683,-87.29693,1636
Chaffee County Jail,38.537783,-105.998025,63
Chain O'Lakes Correctional Facility,41.343531,-85.367599,149
Challam Bay Corrections Center,48.242567,-124.292524,896
Challam County Correctional Facility,48.117452,-123.430953,109
Chamberlain Creek Conservation Camp,39.354637,-123.556515,108
Chambers County Detention Facility,32.899303,-85.406837,137
Champaign County Correctional Center,40.109301,-88.182794,168
Champaign County Jail,40.113005,-88.205651,67
Chariton County Jail,39.428832,-92.939305,6
Charles County Detention Center,38.521104,-76.986784,418
Charles E. Johnson CC,36.806454,-98.632436,577
Charles Mix County Jail,43.154115,-98.539591,43
Charleston Correctional Facility,45.0914,-69.09719,125
Charleston Work Release Center,38.34908,-81.627584,66
Charlevoix County Jail,45.309797,-85.262357,51
Charlotte Correctional Center,35.200002,-80.92492,244
Charlotte Correctional Institution,26.800639,-81.908554,1067
Charlotte County Jail,26.90782,-82.003771,536
Charlotte County Jail,37.047352,-78.640611,83
Chase County Jail,38.365737,-96.53783,106
Chateaugay Correctional Facility,44.916992,-74.062149,201
Chatham County Adult Detention Center,32.060847,-81.168176,1632
Chatham County Jail,35.718645,-79.18165,47
Chattooga County Jail,34.480189,-85.34871,84
Chautauqua County Jail,42.254307,-79.503565,259
Chaves County Adult Detention Center,33.352544,-104.504719,204
Cheatham County Criminal Justice Center,36.274679,-87.063602,111
Cheboygan County Jail,45.630054,-84.478858,77
Chelan County Regional Jail,47.422195,-120.317594,300
Chemung County Jail,42.09094,-76.801474,204
Chenango County Jail,42.511281,-75.546475,87
Cherokee County Detention Center,34.153452,-85.676614,80
Cherokee County Detention Center,35.07266,-81.644025,79
Cherokee County Jail,34.199001,-84.47781,553
Cherokee County Jail,35.102004,-84.029051,108
Cherokee County Jail,35.938306,-94.999657,95
Cherry County Jail,42.875439,-100.551465,3
Chesapeake City Jail,36.719856,-76.253921,1035
Cheshire Correctional Institution,41.522803,-72.897829,1492
Chester County Detention Center,34.709895,-81.224993,104
Chester County Jail,35.441369,-88.640183,23
Chester County Prison,39.909,-75.659074,894
Chesterfield County Jail,37.378442,-77.508022,366
Cheyenne County Jail,38.820955,-102.349171,1
Cheyenne County Jail,41.14333,-102.977286,7
Cheyenne Mountain Re-entry Center,38.780546,-104.777235,704
Chicago MMC,41.876295,-87.630223,609
Chickasaw City Jail,30.766916,-88.074276,5
Chickasaw County,33.923217,-89.024622,70
Childersburg Work Release Center,33.364952,-86.329689,546
Childress County Jail,34.422725,-100.192944,34
Chillicothe Correctional Center,39.831042,-93.533288,968
Chillicothe Correctional Institution,39.373395,-83.005728,2906
Chilton County Jail,32.837951,-86.622934,171
Chippewa County Jail,44.940787,-91.395878,141
Chippewa County Jail,44.950896,-95.714386,12
Chippewa County Jail,46.497893,-84.345355,109
Chippewa Valley Correctional Treatment Facility,44.929498,-91.348595,485
Chisago County Jail,45.401979,-92.821632,40
Chittenden Regional Correctional Facility,44.446483,-73.206649,166
Choctaw County Jail,32.088381,-88.223068,34
Choctaw County Jail,34.009189,-95.50943,44
Chouteau County Jail,47.816783,-110.672443,5
Chowan County Jail,36.060264,-76.607699,23
Christian County Jail,36.86823,-87.490641,533
Christian County Jail,37.019594,-93.205436,91
Christian County Jail,39.547865,-89.298051,43
Churchill County Jail,39.476819,-118.782188,40
CI California City,35.154323,-117.858642,2614
Cibola County Correctional Center,35.182404,-107.907214,1255
Cimarron Correctional Facility,35.944053,-96.781668,652
Cimarron County Jail,36.729668,-102.513112,4
Citrus County Detention Facility - C.c.a.,28.835687,-82.481599,521
City of Faith Community Correction Center,34.73664,-92.342431,82
City of Faith Prison Ministries,32.485904,-92.108909,16
City of San Antonio: Police Department,29.423537,-98.496897,631
Claiborne County Jail,36.441272,-83.577273,182
Clara Waters Community Corrections Center,35.575005,-97.449028,268
Clare County Jail,44.018514,-84.80443,114
Claremont Custody Center,36.173245,-120.359142,478
Clarendon County Jail,33.692394,-80.204288,92
Clarinda Correctional Facility,40.758495,-95.03497,975
Clark County Detention,37.992845,-84.178722,179
Clark County Detention Center,36.168047,-115.146549,3557
Clark County Jail,34.118449,-93.051686,43
Clark County Jail,38.277574,-85.737137,381
Clark County Jail,39.391626,-87.697176,6
Clark County Jail,39.926489,-83.809708,201
Clark County Jail,40.424869,-91.718757,6
Clark County Jail,44.560324,-90.593149,74
Clark County Jail,45.630347,-122.678166,727
Clark/Frederick/Winchester Regional Adult Facility,39.199055,-78.146118,519
Clarke County Jail,31.702653,-87.780842,100
Clarke County Jail,32.0421,-88.734415,48
Clarke County Jail,33.948158,-83.327592,431
Clay County Detention Center,37.133833,-83.757122,278
Clay County Detention Center,39.245425,-94.419889,294
Clay County Jail,30.003198,-81.686556,468
Clay County Jail,33.269292,-85.856843,76
Clay County Jail,33.815194,-98.196853,25
Clay County Jail,36.380773,-90.193495,71
Clay County Jail,36.550685,-85.508469,20
Clay County Jail,38.772653,-88.498836,6
Clay County Jail,39.521107,-87.094568,76
Clay County Jail,40.521243,-98.05398,5
Clay County Jail,42.779925,-96.935775,9
Clay County Jail,46.884242,-96.764243,54
Clayton County Jail,33.507347,-84.359893,1776
Clayton County Prison,33.446889,-84.307663,215
Clayton Transitional Center and Clayton Diversion Center,33.622814,-84.390791,329
Clear Creek County Jail,39.703168,-105.701166,66
Clearwater County Jail,46.480103,-116.25509,14
Clearwater County Jail,47.524429,-95.399229,19
Cleburne County Jail,33.649724,-85.588572,91
Cleburne County Jail,35.480862,-92.051232,80
Clermont County Jail,39.0914,-84.178659,304
Cleveland Correctional Center,35.286561,-81.543557,83
Cleveland County,35.290656,-81.535406,108
Cleveland County Detention Center,35.219815,-97.441676,280
Cleveland House of Correction,41.446099,-81.524643,222
Cliff Skeen Community Based Correctional Facility for Women,41.057956,-81.515487,43
Clinch County Jail,31.038071,-82.749906,29
Clinton,44.723511,-73.721562,2058
Clinton,44.724599,-73.717044,757
Clinton County Jail,36.691328,-85.133302,28
Clinton County Jail,38.609703,-89.368311,52
Clinton County Jail,39.429716,-83.794687,59
Clinton County Jail,40.279213,-86.508931,180
Clinton County Jail,41.154609,-77.343065,326
Clinton County Jail,42.990419,-84.536763,176
Clinton County Jail,44.725131,-73.466045,234
Cloud County Jail,39.568972,-97.660135,14
Coahoma County Jail,34.212733,-90.575455,82
Coastal State Prison,32.138307,-81.186978,1621
Coastal Transitional Center,32.077511,-81.113738,258
Cobb County Sheriff's Office Jail and Prison Unit,33.908079,-84.577741,2085
Cobb County Work Release Center,33.90962,-84.579926,258
Cochise County jail,31.433625,-109.87007,206
Cochise County Jail,32.249356,-109.83637,4
Cochran County Jail,33.725779,-102.759784,4
Cocke County Jail,35.96707,-83.184394,22
Cocke County Jail Annex,35.967741,-83.184422,49
Coconino County Jail,35.187605,-111.641117,510
Coconino County Jail,35.189166,-111.640757,28
Codington County Detention Center,44.898574,-97.11438,57
Coffee Correctional Facility- CCA,31.527581,-82.638502,1893
Coffee County Jail,31.507352,-82.852136,264
Coffee County Jail,35.477933,-86.084648,216
Coffey County Jail,38.193749,-95.743152,6
Coffield Unit,31.789424,-95.893118,3766
Colbert County Jail,34.732877,-87.704275,77
Cole County Jail,38.574934,-92.168905,36
Coles County Jail,39.493348,-88.173873,105
Colfax County jail,36.870467,-104.431566,49
Collier County,26.125793,-81.76366,863
Collin County Jail,33.245879,-96.631295,1015
Collingsworth County Jail,34.855666,-100.210412,7
Collins Correctional Facility,42.491444,-78.93638,960
Colorado Correctional Center (Camp George West),39.737402,-105.17433,150
Colorado County Jail,29.700632,-96.572201,61
Colorado Territorial Correctional Facility,38.440632,-105.249724,945
Colquitt County Correctional Institution,31.142145,-83.707209,189
Colquitt County Jail,31.181412,-83.760934,217
Columbia Correctional Institution,30.191201,-82.500239,2511
Columbia Correctional Institution,43.566853,-89.490075,818
Columbia County Detention Center,30.220687,-82.643725,241
Columbia County Detention Center,33.540913,-82.302554,261
Columbia County Jail,33.264058,-93.266339,54
Columbia County Jail,42.249689,-73.756238,107
Columbia County Jail,43.544868,-89.449756,211
Columbia County Jail,46.321245,-117.978533,7
Columbia River Correctional Institutio,45.585744,-122.637246,561
Columbiana County Jail - Civigenics,40.777225,-80.843272,121
Columbus Correctional Center,34.279047,-78.721208,691
Colusa County Jail,39.20563,-122.003083,45
Comal County Jail,29.678277,-98.152411,246
Comanche County Jail,34.604611,-98.396005,293
Comcor Inc. Community Corrections,38.890394,-104.8219,253
Comm Corr Center,39.094812,-94.573478,142
Community Alcohol Drug Ctr/Stepping Stone,43.70016,-98.037909,103
Community Alternatives,44.028799,-103.199252,154
Community Based Residential Treatment Center,41.067894,-92.405693,57
Community Correctional Center - Lincoln; Diagnostic and Evaluation Center; Lincoln Correctional Center,40.790066,-96.761201,1212
Community Corrections Center,41.284003,-95.90064,150
Community Transitions Center,39.703328,-82.600209,77
Community Work Center,33.844269,-91.025549,92
Comprehensive Sanction Center,33.768146,-84.519633,140
Concordia Parish Work Release Facility,31.594134,-91.510505,143
Conecuh County jail,31.436502,-86.953061,45
Conejos County Jail,37.082715,-105.994389,24
Contra Costa County,38.017716,-122.132208,589
Contra Costa West County Detention Facility,38.026152,-121.934834,84
Converse County Jail,42.760203,-105.380563,30
Conway Human Development Center,35.101829,-92.425144,505
Coolidge House,42.341204,-71.088018,81
Cooper Street Correctional Facility,42.295968,-84.397079,1717
Coosa County Jail,32.889657,-86.221034,80
Corcoran State Prison,36.061504,-119.548599,5298
Cordova Center,61.220646,-149.882336,96
Corinth City Jail,34.936382,-88.521269,19
Cornell Correctional Center,32.223585,-101.520823,1478
Correctional Alternative Placement Services,40.513319,-107.552539,35
Correctional Industrial Facility,39.978036,-85.772166,1462
Corrigan-Radgowski Correctional Center,41.446773,-72.11155,1511
Cortland County Jail,42.599038,-76.176598,63
Coryell County Jail,31.433603,-97.751131,84
Coshocton County Jail,40.275695,-81.866052,50
Cottonwood County Jail,43.863939,-95.118743,13
Cottonwood Treatment Center,40.707191,-111.919802,168
Coulumbus County Detention Center,34.336252,-78.713439,199
Country Meadows,40.816325,-96.685893,52
County Jail,44.079139,-88.548624,331
County Jail #8 and #9,37.775375,-122.404418,1210
County of Bexar: Mental Impairment Offender Facility,29.298893,-98.553248,206
County of Smith: Jail Food Services,32.351242,-95.300074,45
County of Travis: State Jail,30.270541,-97.64198,1105
Covington County Jail,31.311029,-86.503517,172
Covington County Jail,31.645192,-89.553869,3
Coweta County Jail,33.381577,-84.785865,377
Cowley County Jail,37.239846,-96.993949,106
Coxsackie,42.346801,-73.838329,1015
Coyote Ridge Correctional Center,46.697323,-118.844555,1445
CRAF (Central Reception),40.243285,-74.803036,536
Craggy Correctional Center,35.662373,-82.610171,575
Craig County Jail,36.636931,-95.158513,45
Craighead County Detention Center,35.855869,-90.735894,330
Crane County Jail,31.396614,-102.351888,20
Craven Correctional Institution,35.321988,-77.11332,772
Craven County Jail,35.108815,-77.038675,181
Crawford County Jail,32.721173,-83.995336,15
Crawford County Jail,35.434658,-94.356205,117
Crawford County Jail,37.509238,-94.864485,80
Crawford County Jail,37.966598,-91.356953,84
Crawford County Jail,39.00453,-87.738792,23
Crawford County Jail,40.814753,-82.938609,115
Crawford County Jail,43.054603,-91.145863,24
Creek County Jail,36.03029,-96.096824,323
Cremer Therapeutic Community Center,38.844273,-91.931883,177
Criminal Justice Department: Powledge,31.755302,-95.806755,1133
Crisp County Jail,31.923628,-83.81373,197
Crittenden County Jail,35.17459,-90.189663,299
Crittenden County Jail,37.331893,-88.083567,135
Crook County Jail,44.405517,-104.378801,4
Crosby County Jail,33.658154,-101.239989,8
Cross City Correctional Institution and Work Camp,29.632885,-83.095205,1368
Cross County Criminal Justice Center,35.222546,-90.786428,54
Crossroads Adult Transitional Center,41.872085,-87.707387,323
Crossroads Correctional Center- CCA,48.503153,-111.894162,619
Crossroads Correctional Facility,39.765715,-94.223675,1458
Crow Wing County,46.356112,-94.205953,124
Crowley County Correctional Facility-CSC,38.144081,-103.961381,1652
Crowley County Jail,38.222276,-103.755992,10
Crystal City Detention Center,28.753265,-99.84371,348
CSC - Alston Wilkes Society,34.003689,-81.028219,41
CSP San Quentin,37.940299,-122.490158,4854
CSP Solano,38.320775,-121.975193,5115
Culberson County Jail,31.043639,-104.83043,10
Cullman County Jail,34.172523,-86.841654,228
Culpeper County Jail,38.473836,-77.996766,67
Cumberland County Jail,35.048587,-78.880758,543
Cumberland County Jail,35.942128,-85.023946,143
Cumberland County Jail,39.271932,-88.245972,5
Cumberland County Jail,43.652164,-70.281504,378
Cumberland County Prison,40.214985,-77.161883,411
Currituck County Jail,36.4015,-76.000575,38
Curry County Detention Center,34.406275,-103.205999,276
Curt Forbes Residential Center,42.020912,-93.612856,42
Custer County Jail,35.579592,-98.962255,122
Custer County Jail,41.405059,-99.643458,6
Custer County Jail,44.504753,-114.231257,9
Cuyahoga County Correctional Center,41.501698,-81.696768,2024
